protocol,swaps_hash,swaps_timestamp,swaps_to,swaps_from,swaps_blockNumber,swaps_tokenIn_id,swaps_tokenIn_symbol,swaps_amountIn,swaps_tokenOut_id,swaps_tokenOut_symbol,swaps_amountOut,swaps_amountInUSD,swaps_amountOutUSD,swaps_pool_id
Curve,0x0009c2ff81b8103e0582bd865ce73138c9e2a14d802456eb5383e0ed20caed4b,1696526435,0x4149d1038575ce235e03e03b39487a80fd709d31,0x5e51328c0583094b76f28cfd532abc3d454fcfea,18285764,0xdbdb4d16eda451d0503b854cf79d55697f90c8df,ALCX,271313212070655507153,0x3175df0976dfa876431c2e9ee6bc45b65d3473cc,crvFRAX,3364160576955330687252,3031.613403295774,3364.1605769553307,0x4149d1038575ce235e03e03b39487a80fd709d31
Curve,0x001b2d05ba4b81068f509b29933614e8ec4a3ce50ab94e4effb9539971f3cb7f,1696542683,0x971add32ea87f10bd192671630be3be8a11b8623,0xd835cdedc20ca3075f86dea4e0d914499d0c5b25,18287102,0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7,cvxCRV,958901237908354726422,0xd533a949740bb3306d119cc777fa900ba034cd52,CRV,941824122513589867770,471.12543840665705,439.5973510073406,0x971add32ea87f10bd192671630be3be8a11b8623
Curve,0x001c67ca3c01b06f5d73d3e9517faced5af3540f4b992e3d7b78bb0b6874e5ad,1696556867,0xb576491f1e6e5e62f1d8f26062ee822b40b0e0d4,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,18288277,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1258666770644282990,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,CVX,725375055342158987552,2034.2890789845874,2024.6255080928797,0xb576491f1e6e5e62f1d8f26062ee822b40b0e0d4
Curve,0x004032681aafdd1bd63280ffe689309567f9d63de0d96ecb3d0c9605e371d694,1696536599,0x390f3595bca2df7d23783dfd126427cceb997bf4,0xe37e799d5077682fa0a244d46e5649f71457bd09,18286598,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,2912346853,0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,crvUSD,2914524744361593613212,2912.346853,2912.729076521345,0x390f3595bca2df7d23783dfd126427cceb997bf4
Curve,0x00a880a0807f1f4a7f527f1df59464bc28b41f53252118435c69b0869574e7f8,1696510931,0xdcef968d416a41cdac0ed8702fac8128a64241a2,0x9008d19f58aabd9ed0d60971565aa8510560ab41,18284479,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,2470144724,0x853d955acef822db058eb8505911ed77f175b99e,FRAX,2474872046347849662469,2470.144724,2474.87204634785,0xdcef968d416a41cdac0ed8702fac8128a64241a2
Curve,0x0133985a97859ecf3cf3d33ddee14a2f8653784674d1a9e91e1a6fa06b41a5b2,1696487255,0x752ebeb79963cf0732e9c0fec72a49fd1defaeac,0xe4000004000bd8006e00720000d27d1fa000d43e,18282519,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,240000000000000000,0xcdf7028ceab81fa0c6971208e83fa7872994bee5,T,21875983600409448309182,394.3688628,392.0613780865381,0x752ebeb79963cf0732e9c0fec72a49fd1defaeac
Curve,0x0150bf5b13c2edb2add16a69d78ec0d908f1f2b93c24119a73b3aa903d2db909,1696495547,0xd51a44d3fae010294c616388b506acda1bfaae46,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,18283204,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,27575925653,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,16865325867723073467,27575.925653,27595.70934624694,0xd51a44d3fae010294c616388b506acda1bfaae46
Curve,0x01656761403a962971bdb224644e07c0ff8028293eb20d9acfd2a505f3bfd5dd,1696520579,0x4dece678ceceb27446b35c672dc7d61f30bad69e,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,18285277,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6506763702,0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,crvUSD,6510715873913900027191,6506.763702,6503.583384674027,0x4dece678ceceb27446b35c672dc7d61f30bad69e
Curve,0x0168d42b6ea23d97096c3256c63607d4e8362be7c5360ad5ec5558e954f3d503,1696540223,0xdcef968d416a41cdac0ed8702fac8128a64241a2,0xe37e799d5077682fa0a244d46e5649f71457bd09,18286898,0x853d955acef822db058eb8505911ed77f175b99e,FRAX,2863191409166608442650,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,2857472585,2863.1914091666085,2857.472585,0xdcef968d416a41cdac0ed8702fac8128a64241a2
Curve,0x01d882bb6e9a20bb307da80436aafdd8d2b28c8abefa383e0dc97326af925ff4,1696512539,0x4dece678ceceb27446b35c672dc7d61f30bad69e,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,18284612,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,4621280132,0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,crvUSD,4624146271943579292479,4621.280132,4619.080519702665,0x4dece678ceceb27446b35c672dc7d61f30bad69e
