protocol,swaps_hash,swaps_timestamp,swaps_to,swaps_from,swaps_blockNumber,swaps_tokenIn_id,swaps_tokenIn_symbol,swaps_amountIn,swaps_tokenOut_id,swaps_tokenOut_symbol,swaps_amountOut,swaps_amountInUSD,swaps_amountOutUSD,swaps_pool_id
Curve,0x0025707cb234ae71bf6af154a4b0c69f83364a4058126106508715794854575a,1696209119,0xf2f12b364f614925ab8e2c8bfc606edb9282ba09,0x9008d19f58aabd9ed0d60971565aa8510560ab41,18259481,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1297562317748528745,0xb3ad645db386d7f6d753b2b9c3f4b853da6890b8,CTR,5061237630223885835542,2175.275380736497,0.0,0xf2f12b364f614925ab8e2c8bfc606edb9282ba09
Curve,0x00771d95dc5d33ddc6596314de7562418c85562e915427817ec54bd9fa582932,1696214075,0xc15f285679a1ef2d25f53d4cbd0265e1d02f2a92,0xf0d4c12a5768d806021f80a262b4d39d26c58b8d,18259893,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,578389772232036927,0x365accfca291e7d3914637abf1f7635db165bb09,FXN,67990217757465712072,997.223819819986,0.0007478923953321228,0xc15f285679a1ef2d25f53d4cbd0265e1d02f2a92
Curve,0x00e507cbc8e095d675822f10e35131f707f24a4b144a6677c7fc1d592c29664d,1696211531,0x390f3595bca2df7d23783dfd126427cceb997bf4,0xe37e799d5077682fa0a244d46e5649f71457bd09,18259682,0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,crvUSD,62955386037737272691026,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,62890945349,62878.64594037271,62890.945349,0x390f3595bca2df7d23783dfd126427cceb997bf4
Curve,0x00ed06ad3c193407d10905cb9a3dd0b569e239c70647d25bf4d2b9a0d0180446,1696199999,0x390f3595bca2df7d23783dfd126427cceb997bf4,0xe4000004000bd8006e00720000d27d1fa000d43e,18258724,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,3294278222,0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,crvUSD,3296449384724463180123,3294.278222,3292.4311447824593,0x390f3595bca2df7d23783dfd126427cceb997bf4
Curve,0x0124300f0cedce37e6a9382342ae4c659eb3cdac697d23f43de9a61ce834817d,1696198487,0xd51a44d3fae010294c616388b506acda1bfaae46,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,18258599,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,21303871011,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,78341306,21303.871011,21223.2160186726,0xd51a44d3fae010294c616388b506acda1bfaae46
Curve,0x0173c60550ce5a011d2b53fcc2c3995c1c5e12471e11be9b1773cc6b41112a0e,1696193255,0x971add32ea87f10bd192671630be3be8a11b8623,0x3bc033a28e78d251b14cd815a35e7be5d0f7f8bb,18258166,0xd533a949740bb3306d119cc777fa900ba034cd52,CRV,99000000000000000000,0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7,cvxCRV,100549450310473332002,51.34437,51.181882295937754,0x971add32ea87f10bd192671630be3be8a11b8623
Curve,0x01bb4e02082b5e2cdc114cf8f38d68a0c07cdf588b89787b3275071b79a6e681,1696198703,0xd51a44d3fae010294c616388b506acda1bfaae46,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,18258617,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,44872206136,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,161279093,44872.206136,43691.6513752603,0xd51a44d3fae010294c616388b506acda1bfaae46
Curve,0x01eeccff3ff880879ea316545b002481da1fc986ba7e819352d3ef67caddf763,1696174067,0x59ab5a5b5d617e478a2479b0cad80da7e2831492,0xb96b5c028fadc0c696c48195f5898b9d35bda540,18256574,0xa35b1b31ce002fbf2058d22f30f95d405200a15b,ETHx,136430000000000000,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,ETH,137528135022572581,231.94194700677,232.3386560257839,0x59ab5a5b5d617e478a2479b0cad80da7e2831492
Curve,0x0288f0d0b3508c48d644cdeff3a300339600ac350cde812be453e24cc597ccef,1696169135,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,0x8d8404f8cca4c8834ca3cab1e54887ae47724bee,18256169,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,60000000000000000000,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,ETH,59988950702987498656,101274.912,101344.73342812005,0xdc24316b9ae028f1497c275eb9192a3ea0f67022
Curve,0x0295bb6df9bb88707675ae617761540e2319a5abe2462f8ce979377673a9c747,1696155455,0xa5407eae9ba41422680e2e00537571bcc53efbfd,0xba3f5c056500ce033e9d74494b820d495efcf19d,18255038,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1697330809,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,1696929625971922473772,1697.330809,1696.9296259719224,0xa5407eae9ba41422680e2e00537571bcc53efbfd
