protocol,swaps_hash,swaps_timestamp,swaps_to,swaps_from,swaps_blockNumber,swaps_tokenIn_id,swaps_tokenIn_symbol,swaps_amountIn,swaps_tokenOut_id,swaps_tokenOut_symbol,swaps_amountOut,swaps_amountInUSD,swaps_amountOutUSD,swaps_pool_id
Curve,0x0001557e82835609e9e6f4194c4c58f693f2bb73eff27a179392bcb7384afc6f,1696308359,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,0x4a14347083b80e5216ca31350a2d21702ac3650d,18267711,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1279735400,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1279404325,1279.7354,1279.404325,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7
Curve,0x0027316b71b9310cf1646a16bb15a7cc25a93e31b8d0a2e4b5d0e7575e6fa25f,1696339619,0x9d0464996170c6b9e75eed71c68b99ddedf279e8,0xe37e799d5077682fa0a244d46e5649f71457bd09,18270303,0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7,cvxCRV,826243766335151335720,0xd533a949740bb3306d119cc777fa900ba034cd52,CRV,809311972041249183431,416.6829938004802,396.9942295813101,0x9d0464996170c6b9e75eed71c68b99ddedf279e8
Curve,0x007622de8c771e770a0b3460814a7237de2158a51ccc8e307504fb55039280c8,1696323635,0xa1f8a6807c402e4a15ef4eba36528a3fed24e577,0x0000000000a84d1a9b0063a910315c7ffa9cd248,18268979,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,ETH,4707956210000000000,0x5e8422345238f34275888049021821e8e08caa1f,frxETH,4717402672287904109,7851.606872037615,7843.106013591866,0xa1f8a6807c402e4a15ef4eba36528a3fed24e577
Curve,0x009d9119be3c63c439a3df64f5afc80f929499168eac04118afc9dab618b14ac,1696383635,0xd51a44d3fae010294c616388b506acda1bfaae46,0xc1e088fc1323b20bcbee9bd1b9fc9546db5624c5,18273937,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,500000000000000000,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,818476936,819.0,818.476936,0xd51a44d3fae010294c616388b506acda1bfaae46
Curve,0x00ea873b24aa0234ec65a0ef8e4add5e6e5af7b75dd8e8214c1e5e6b0e354430,1696374863,0x971add32ea87f10bd192671630be3be8a11b8623,0x9008d19f58aabd9ed0d60971565aa8510560ab41,18273209,0xd533a949740bb3306d119cc777fa900ba034cd52,CRV,15992029369237006548598,0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7,cvxCRV,16262652212267457631188,7781.3376823658655,8183.399118517409,0x971add32ea87f10bd192671630be3be8a11b8623
Curve,0x0123640fb4e59d21774b2f51166f0c65fd31b44bbb47551543a3014d242ec197,1696334951,0xca0253a98d16e9c1e3614cafda19318ee69772d0,0x2b3e72f568f96d7209e20c8b8f4f2a363ee1e3f6,18269916,0xd533a949740bb3306d119cc777fa900ba034cd52,CRV,11106249108445329371017,0xd1b5651e55d4ceed36251c61c50c889b36f6abb5,sdCRV,11107439728693882415155,5447.981693913012,0.0,0xca0253a98d16e9c1e3614cafda19318ee69772d0
Curve,0x013c6fd6ef2b431840d3f3845f978c2be35bac4014070df6940dc94dcff371ef,1696335587,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,0x460913ee17ed743a12911973467354304a2a9274,18269968,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,249992000000,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,249995463502,249992.0,249995.463502,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7
Curve,0x018f4f602121fc55eaacfbac5ce31845bd618bf9cf1452330f5e5d780782d482,1696318571,0xd51a44d3fae010294c616388b506acda1bfaae46,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,18268560,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,23910656,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6585524158,6597.398152129326,6585.524158,0xd51a44d3fae010294c616388b506acda1bfaae46
Curve,0x01ae235ea43b9a6971549cffffc1dee4141e943beb841bca13c8935aafc2563c,1696332359,0x3211c6cbef1429da3d0d58494938299c92ad5860,0x6f1cdbbb4d53d226cf4b917bf768b94acbab6168,18269702,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,STG,12691136320843316295083,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,5874687034,5897.58373943221,5874.687034,0x3211c6cbef1429da3d0d58494938299c92ad5860
Curve,0x01bbc939a3bb07aa2d73bce4ac55f6717eb374597a87dd96d3f6d8242d273f54,1696336715,0xf9078fb962a7d13f55d40d49c8aa6472abd1a5a6,0x561b94454b65614ae3db0897b74303f4acf7cc75,18270062,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,CVX,130000000000000000000,0xf05e58fcea29ab4da01a495140b349f8410ba904,clevCVX,164517393110302233752,372.33144,0.0,0xf9078fb962a7d13f55d40d49c8aa6472abd1a5a6
Curve,0x025ee54ea1965b9f3692f90aa406247eba8dddfddd50dcc6332f369884d5ab16,1696358819,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,0x4a14347083b80e5216ca31350a2d21702ac3650d,18271880,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,489592800,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,489494755,489.5928,489.494755,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7
Curve,0x026775c3293f70a3437bdb0be35912012fb6fb86759ae9b17a6e5d48299fe9af,1696342235,0x6e314039f4c56000f4ebb3a7854a84cc6225fb92,0xe37e799d5077682fa0a244d46e5649f71457bd09,18270518,0xc55126051b22ebb829d00368f4b12bde432de5da,BTRFLY,20052987343789839976,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1581582061436488652,2608.7784690677554,2610.2452911123823,0x6e314039f4c56000f4ebb3a7854a84cc6225fb92
Curve,0x02b7d17c31420fc66b72ded2d327b4873ab9c874788493a16ef0bdb18788a392,1696361855,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,0xf0d4c12a5768d806021f80a262b4d39d26c58b8d,18272133,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,46790000,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,46789171,46.79,46.789171,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7
Curve,0x02c8dbe789bfd750ef9d551d8c61f6ff0d189945db50dfef9477f26ea0594d82,1696380575,0x8272e1a3dbef607c04aa6e5bd3a1a134c8ac063b,0x53facee52e897740b140f5304e9cd9dc6238d735,18273682,0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,crvUSD,1143316184593997714213,0x865377367054516e17014ccded1e7d814edc9ce4,DOLA,1145917613765961910571,1142.4295771923305,1145.1154714363258,0x8272e1a3dbef607c04aa6e5bd3a1a134c8ac063b
Curve,0x02d059bb98e465d39f0e9373c9bc0e29a83585c99a163589d198b4e20173c1b1,1696338023,0xd51a44d3fae010294c616388b506acda1bfaae46,0xfa9a30350048b2bf66865ee20363067c66f67e58,18270170,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,400270137,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,241737112555542180,400.270137,398.96327552052645,0xd51a44d3fae010294c616388b506acda1bfaae46
Curve,0x02d79dc3b7b36823225bd857e7a27810d87384ffae2a68ff83b663968342d7b0,1696389095,0xb576491f1e6e5e62f1d8f26062ee822b40b0e0d4,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,18274387,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1435883620689655022,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,CVX,803409353425148020616,2351.977370689655,2328.11400048992,0xb576491f1e6e5e62f1d8f26062ee822b40b0e0d4
Curve,0x02eb52a3231b4c8d4a5e304eea25a80cfe6d964f0a39b335d0acf5ec71289d54,1696379519,0xd51a44d3fae010294c616388b506acda1bfaae46,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,18273594,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,42935599482613188393,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,70381946394,71027.55872727829,70381.946394,0xd51a44d3fae010294c616388b506acda1bfaae46
Curve,0x03272fc69787d2d68e608d273c0f2dcb35d4a1c3ef4528ae6e84c4e678e128f9,1696331711,0xc15f285679a1ef2d25f53d4cbd0265e1d02f2a92,0xe37e799d5077682fa0a244d46e5649f71457bd09,18269648,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3000000000000000000,0x365accfca291e7d3914637abf1f7635db165bb09,FXN,368655703098176264441,4987.32864,0.0036865570309817628,0xc15f285679a1ef2d25f53d4cbd0265e1d02f2a92
Curve,0x034c581a55601d03143716ac6bba1418c66b879abddaaddfc5df472a51dcdd4f,1696383047,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,0x4a14347083b80e5216ca31350a2d21702ac3650d,18273888,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,70000000000,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,69999172840170075011872,70000.0,69999.17284017008,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7
Curve,0x035669f2a4447eabccf0e39a91fb571a0d705c465a986fa87b52f3531b240373,1696315211,0x447ddd4960d9fdbf6af9a790560d0af76795cb08,0x9008d19f58aabd9ed0d60971565aa8510560ab41,18268280,0xae78736cd615f374d3085123a210448e74fc6393,rETH,1625891308312982101,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,wstETH,1547854883755194570,2943.585710086868,2938.913488716771,0x447ddd4960d9fdbf6af9a790560d0af76795cb08
Curve,0x03a1783af038114e47b3afba88a4336caa8daccffcb22b04ae2b7cb16143fa26,1696320227,0xe57180685e3348589e9521aa53af0bcd497e884d,0x53facee52e897740b140f5304e9cd9dc6238d735,18268698,0x3175df0976dfa876431c2e9ee6bc45b65d3473cc,crvFRAX,2072307249216000890053,0x865377367054516e17014ccded1e7d814edc9ce4,DOLA,2079462481021296983918,2072.307249216001,2079.046588525093,0xe57180685e3348589e9521aa53af0bcd497e884d
Curve,0x03f6b32cad3d771d06206f5c7dbf34981156d74db474af286d9b4f9e0d8d6769,1696359731,0x4dece678ceceb27446b35c672dc7d61f30bad69e,0x53facee52e897740b140f5304e9cd9dc6238d735,18271956,0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,crvUSD,117111937409983427614506,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,117005983096,117021.1206158801,117005.983096,0x4dece678ceceb27446b35c672dc7d61f30bad69e
Curve,0x04071961782cad6466d338fcb86f4e835ca52f3c7419b0b8e61c51758ccb93ea,1696376807,0xa5407eae9ba41422680e2e00537571bcc53efbfd,0xe37e799d5077682fa0a244d46e5649f71457bd09,18273370,0x57ab1ec28d129707052df4df418d58a2d46d5f51,sUSD,90185100770422832277171,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,90080867011,90185.10077042283,90080.867011,0xa5407eae9ba41422680e2e00537571bcc53efbfd
